route_name,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seats_available
Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,HRTC - 564,Ordinary 3+2 Non AC Seater,2024-08-19 23:40:00,09h 25m,2024-08-20 09:05:00,4.7,507.0,28
Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,Bedi Travels,Volvo A/C Semi Sleeper (2+2 ),2024-08-19 23:00:00,09h 00m,2024-08-20 08:00:00,4.7,836.0,16
Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,Ram Dalal Holidays,Mercedes Multi-Axle Semi Sleeper (2+2),2024-08-19 23:25:00,08h 10m,2024-08-20 07:35:00,4.6,880.0,9
Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),2024-08-19 23:30:00,08h 30m,2024-08-20 08:00:00,4.4,749.0,28
Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),2024-08-19 23:25:00,08h 20m,2024-08-20 07:45:00,4.4,749.0,12
Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),2024-08-19 22:55:00,09h 15m,2024-08-20 08:10:00,4.3,708.0,7
Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,City Land Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),2024-08-19 23:55:00,07h 30m,2024-08-20 07:25:00,3.7,709.0,27
Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,Laxmi holidays,Bharat Benz A/C Semi Sleeper (2+2),2024-08-19 22:50:00,08h 50m,2024-08-20 07:40:00,4.1,699.0,8
Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,City Land Travels,Volvo A/C Semi Sleeper (2+2),2024-08-19 10:20:00,09h 10m,2024-08-19 19:30:00,4.1,763.0,6
Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,City Land Travels,Volvo A/C Semi Sleeper (2+2),2024-08-19 23:00:00,08h 00m,2024-08-20 07:00:00,3.3,673.0,31
Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,City Land Travels,Volvo A/C Semi Sleeper (2+2),2024-08-19 22:30:00,07h 30m,2024-08-20 06:00:00,3.1,673.0,34
Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,RAO TRAVELS INDIA PVT LTD.,AC Seater (2+2),2024-08-19 21:00:00,10h 30m,2024-08-20 07:30:00,2.0,1500.0,33
Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,Heera Himachal Holidays,Volvo A/C Semi Sleeper (2+2),2024-08-19 21:30:00,09h 00m,2024-08-20 06:30:00,1.7,1399.0,22
Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla,PAL Travel Lines,Volvo A/C Semi Sleeper (2+2),2024-08-19 22:55:00,08h 05m,2024-08-20 07:00:00,2.9,1799.0,24
Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,HRTC - 2,Himsuta AC Seater Volvo/Scania 2+2,2024-08-19 11:15:00,08h 45m,2024-08-19 20:00:00,3.8,892.0,15
Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,HRTC - 102,Ordinary 3+2 Non AC Seater,2024-08-19 11:18:00,09h 32m,2024-08-19 20:50:00,2.5,507.0,37
Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,HRTC - 24,Himsuta AC Seater Volvo/Scania 2+2,2024-08-19 13:45:00,08h 00m,2024-08-19 21:45:00,4.6,867.0,22
Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,HRTC - 103,Ordinary 3+2 Non AC Seater,2024-08-19 17:18:00,08h 57m,2024-08-20 02:15:00,4.2,507.0,37
Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,HRTC - 181,Ordinary 3+2 Non AC Seater,2024-08-19 17:50:00,10h 25m,2024-08-20 04:15:00,3.8,507.0,37
Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,HRTC - 188,Ordinary 3+2 Non AC Seater,2024-08-19 19:25:00,09h 32m,2024-08-20 04:57:00,4.2,507.0,23
Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,HRTC - 1711,Ordinary 3+2 Non AC Seater,2024-08-19 20:00:00,09h 30m,2024-08-20 05:30:00,4.2,507.0,37
Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,HRTC - 108,A/C Executive (2+3),2024-08-19 21:20:00,09h 32m,2024-08-20 06:52:00,3.3,622.0,44
Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,HRTC - 1712,Ordinary 3+2 Non AC Seater,2024-08-19 21:30:00,08h 30m,2024-08-20 06:00:00,3.3,507.0,27
Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,HRTC - 130,Ordinary 3+2 Non AC Seater,2024-08-19 21:45:00,08h 30m,2024-08-20 06:15:00,4.5,507.0,37
Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,HRTC - 179,Ordinary 3+2 Non AC Seater,2024-08-19 22:00:00,08h 30m,2024-08-20 06:30:00,3.4,507.0,27
Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,HRTC - 136,Ordinary 3+2 Non AC Seater,2024-08-19 22:30:00,08h 00m,2024-08-20 06:30:00,2.3,507.0,26
Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,RSRTC - 192348,Super Luxury Volvo AC Seater Pushback 2+2,2024-08-19 16:30:00,09h 30m,2024-08-20 02:00:00,2.2,1103.0,20
Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,Bedi Travels,Volvo A/C Semi Sleeper (2+2 ),2024-08-19 21:30:00,08h 00m,2024-08-20 05:30:00,4.7,927.0,23
Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,Ram Dalal Holidays,Mercedes Multi-Axle Semi Sleeper (2+2),2024-08-19 21:55:00,08h 40m,2024-08-20 06:35:00,4.4,990.0,17
Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,AdCity Land Travels,Volvo A/C Semi Sleeper (2+2),2024-08-19 10:30:00,08h 30m,2024-08-19 19:00:00,3.8,583.0,4
Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),2024-08-19 20:30:00,08h 20m,2024-08-20 04:50:00,4.4,862.0,21
Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),2024-08-19 20:30:00,08h 00m,2024-08-20 04:30:00,4.2,799.0,41
Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi,FlixBus,A/C Seater (2+2),2024-08-19 11:00:00,09h 15m,2024-08-19 20:15:00,4.5,1173.0,11
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,HRTC - 752,Ordinary 3+2 Non AC Seater,2024-08-19 11:15:00,10h 45m,2024-08-19 22:00:00,3.9,549.0,27
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,HRTC - 775,Ordinary 3+2 Non AC Seater,2024-08-19 11:45:00,10h 20m,2024-08-19 22:05:00,3.9,565.0,39
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,HRTC - 802,Ordinary 3+2 Non AC Seater,2024-08-19 12:40:00,10h 35m,2024-08-19 23:15:00,3.9,554.0,39
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,HRTC - 751,Ordinary 3+2 Non AC Seater,2024-08-19 13:25:00,07h 35m,2024-08-19 21:00:00,3.9,549.0,37
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,HRTC - 725,Ordinary 3+2 Non AC Seater,2024-08-19 13:35:00,08h 55m,2024-08-19 22:30:00,3.9,567.0,37
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,HRTC - 724,Ordinary 3+2 Non AC Seater,2024-08-19 14:20:00,09h 35m,2024-08-19 23:55:00,3.9,567.0,37
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,HRTC - 707,A/C Executive (2+3),2024-08-19 14:58:00,10h 22m,2024-08-20 01:20:00,1.8,580.0,37
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,HRTC - 776,Ordinary 3+2 Non AC Seater,2024-08-19 15:24:00,08h 06m,2024-08-19 23:30:00,1.7,565.0,35
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,HRTC - 801,Ordinary 3+2 Non AC Seater,2024-08-19 15:45:00,08h 30m,2024-08-20 00:15:00,3.9,549.0,36
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,HRTC - 11,Himsuta AC Seater Volvo/Scania 2+2,2024-08-19 16:00:00,08h 01m,2024-08-20 00:01:00,3.9,920.0,2
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,HRTC - 754,Ordinary 3+2 Non AC Seater,2024-08-19 16:15:00,10h 45m,2024-08-20 03:00:00,3.9,544.0,37
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,HRTC - 49,Himsuta AC Seater Volvo/Scania 2+2,2024-08-19 16:30:00,09h 30m,2024-08-20 02:00:00,3.6,938.0,7
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,HRTC - 788,Ordinary 3+2 Non AC Seater,2024-08-19 16:40:00,10h 50m,2024-08-20 03:30:00,3.9,545.0,33
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,HRTC - 736,Himsuta AC Seater Volvo/Scania 2+2,2024-08-19 17:00:00,08h 00m,2024-08-20 01:00:00,5.0,920.0,3
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,HRTC - 705,Himsuta AC Seater Volvo/Scania 2+2,2024-08-19 18:00:00,08h 00m,2024-08-20 02:00:00,3.9,920.0,27
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,HRTC - 759,Himsuta AC Seater Volvo/Scania 2+2,2024-08-19 20:00:00,08h 10m,2024-08-20 04:10:00,3.9,938.0,33
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,HRTC - 737,Ordinary 3+2 Non AC Seater,2024-08-19 20:10:00,08h 50m,2024-08-20 05:00:00,2.3,555.0,37
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,HRTC - 803,Ordinary 3+2 Non AC Seater,2024-08-19 20:30:00,09h 30m,2024-08-20 06:00:00,3.0,549.0,37
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,HRTC - 732,Himsuta AC Seater Volvo/Scania 2+2,2024-08-19 21:00:00,07h 20m,2024-08-20 04:20:00,3.8,920.0,34
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,HRTC - 701,Ordinary 3+2 Non AC Seater,2024-08-19 21:30:00,08h 00m,2024-08-20 05:30:00,3.9,560.0,24
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,HRTC - 713,Himsuta AC Seater Volvo/Scania 2+2,2024-08-19 22:00:00,08h 00m,2024-08-20 06:00:00,3.7,920.0,33
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,HRTC - 65,Himsuta AC Seater Volvo/Scania 2+2,2024-08-19 22:30:00,07h 00m,2024-08-20 05:30:00,3.8,938.0,34
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),2024-08-19 16:00:00,07h 00m,2024-08-19 23:00:00,4.6,999.0,28
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),2024-08-19 22:00:00,05h 30m,2024-08-20 03:30:00,4.6,1099.0,10
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),2024-08-19 16:15:00,07h 04m,2024-08-19 23:19:00,4.7,1050.0,25
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),2024-08-19 18:00:00,06h 30m,2024-08-20 00:30:00,4.8,999.0,13
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,City Land Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),2024-08-19 11:15:00,06h 50m,2024-08-19 18:05:00,3.6,1033.0,24
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,City Land Travels,Volvo A/C Semi Sleeper (2+2),2024-08-19 15:30:00,06h 50m,2024-08-19 22:20:00,3.9,619.0,31
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),2024-08-19 20:00:00,06h 30m,2024-08-20 02:30:00,4.5,999.0,15
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Zingbus Plus,Volvo 9600 A/C Semi Sleeper (2+2),2024-08-19 20:30:00,06h 10m,2024-08-20 02:40:00,5.0,750.0,32
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,IntrCity SmartBus,Volvo A/C Semi Sleeper (2+2),2024-08-19 19:30:00,06h 35m,2024-08-20 02:05:00,4.4,1648.0,15
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Himgiri Adventure Tour,Bharat Benz A/C Semi Sleeper (2+2),2024-08-19 20:00:00,07h 30m,2024-08-20 03:30:00,2.5,599.0,27
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Deltin Travels,Volvo 9600 A/C Semi Sleeper (2+2),2024-08-19 17:00:00,06h 59m,2024-08-19 23:59:00,3.8,830.0,17
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,IntrCity SmartBus,Volvo 9600 A/C Semi Sleeper (2+2),2024-08-19 17:00:00,07h 15m,2024-08-20 00:15:00,2.4,1067.0,4
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Malana Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),2024-08-19 20:00:00,07h 00m,2024-08-20 03:00:00,4.3,855.0,22
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Reo India Travels,Volvo A/C Semi Sleeper (2+2),2024-08-19 19:35:00,06h 45m,2024-08-20 02:20:00,3.9,757.0,18
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Reo India Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),2024-08-19 19:25:00,07h 20m,2024-08-20 02:45:00,3.9,757.0,35
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),2024-08-19 18:00:00,06h 30m,2024-08-20 00:30:00,3.9,555.0,35
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Zingbus Plus,Volvo 9600 A/C Semi Sleeper (2+2),2024-08-19 18:40:00,07h 00m,2024-08-20 01:40:00,4.2,701.0,32
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,SWAGATAM TOUR HOLIDAY,Volvo AC Seater (2+2),2024-08-19 19:00:00,07h 01m,2024-08-20 02:01:00,0.0,2199.0,41
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,City Land Travels,Volvo A/C Semi Sleeper (2+2),2024-08-19 13:30:00,07h 00m,2024-08-19 20:30:00,3.3,943.0,13
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Zingbus Plus,Scania A/C Semi Sleeper (2+2),2024-08-19 19:30:00,06h 15m,2024-08-20 01:45:00,4.2,900.0,29
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,City Land Travels,Scania Multi-Axle AC Semi Sleeper (2+2),2024-08-19 21:00:00,06h 00m,2024-08-20 03:00:00,3.9,673.0,35
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),2024-08-19 19:05:00,06h 50m,2024-08-20 01:55:00,3.8,755.0,31
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Zingbus Plus,Volvo 9600 A/C Semi Sleeper (2+2),2024-08-19 21:00:00,06h 25m,2024-08-20 03:25:00,4.1,563.0,28
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,City Land Travels,Volvo A/C Semi Sleeper (2+2),2024-08-19 15:00:00,06h 30m,2024-08-19 21:30:00,3.0,619.0,33
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),2024-08-19 18:15:00,05h 50m,2024-08-20 00:05:00,4.6,548.0,17
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,City Land Travels,Volvo A/C Semi Sleeper (2+2),2024-08-19 14:30:00,06h 30m,2024-08-19 21:00:00,2.5,583.0,32
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,FlixBus,A/C Seater (2+2),2024-08-19 20:30:00,07h 00m,2024-08-20 03:30:00,3.6,557.0,12
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,SIDDHI VINAYAK TRAVELS,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),2024-08-19 17:30:00,08h 05m,2024-08-20 01:35:00,2.8,550.0,31
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,City Land Travels,Volvo A/C Semi Sleeper (2+2),2024-08-19 22:35:00,06h 25m,2024-08-20 05:00:00,2.5,709.0,29
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,City Land Travels,Volvo A/C Semi Sleeper (2+2),2024-08-19 17:30:00,06h 25m,2024-08-19 23:55:00,2.8,1339.0,31
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Northern Travels,Volvo A/C Semi Sleeper (2+2),2024-08-19 17:30:00,07h 45m,2024-08-20 01:15:00,2.7,600.0,37
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Semi Sleeper (2+2),2024-08-19 18:50:00,08h 55m,2024-08-20 03:45:00,4.3,1899.0,36
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,R S YADAV SMART BUS PRIVATE LIMITED,Volvo 9600 A/C Semi Sleeper (2+2),2024-08-19 17:50:00,08h 55m,2024-08-20 02:45:00,4.3,1899.0,35
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Holiday Appeal Private Limited,Volvo A/C Semi Sleeper (2+2),2024-08-19 18:00:00,08h 00m,2024-08-20 02:00:00,4.2,950.0,16
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Holiday Appeal Private Limited,Non AC Seater (2+2),2024-08-19 20:00:00,08h 00m,2024-08-20 04:00:00,4.2,1519.0,35
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Rao Travel Heights,Volvo A/C Semi Sleeper (2+2),2024-08-19 19:00:00,05h 50m,2024-08-20 00:50:00,4.0,1649.0,41
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Rao Travel Heights,Volvo A/C Semi Sleeper (2+2),2024-08-19 18:30:00,08h 15m,2024-08-20 02:45:00,4.0,1649.0,41
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Reo India Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),2024-08-19 19:10:00,06h 34m,2024-08-20 01:44:00,3.9,757.0,29
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),2024-08-19 17:00:00,06h 55m,2024-08-19 23:55:00,3.9,555.0,32
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,SPEED BUS,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),2024-08-19 21:00:00,07h 30m,2024-08-20 04:30:00,3.7,1756.0,49
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Suswagtam Tours,Volvo A/C Semi Sleeper (2+2),2024-08-19 19:00:00,06h 59m,2024-08-20 01:59:00,3.6,1449.0,39
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,City Land Travels,Volvo A/C Semi Sleeper (2+2),2024-08-19 17:00:00,07h 30m,2024-08-20 00:30:00,3.6,709.0,25
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),2024-08-19 17:30:00,06h 25m,2024-08-19 23:55:00,3.5,606.0,33
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,HIMALAYAN HOLIDAYS,Volvo A/C Semi Sleeper (2+2 ),2024-08-19 18:00:00,08h 15m,2024-08-20 02:15:00,3.5,949.0,35
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),2024-08-19 18:30:00,05h 25m,2024-08-19 23:55:00,3.5,696.0,35
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),2024-08-19 18:30:00,05h 25m,2024-08-19 23:55:00,3.5,696.0,33
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,HIMALAYAN HOLIDAYS,Volvo A/C Semi Sleeper (2+2 ),2024-08-19 17:30:00,08h 30m,2024-08-20 02:00:00,3.5,1099.0,26
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),2024-08-19 17:30:00,06h 25m,2024-08-19 23:55:00,3.5,651.0,31
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Everest Holidays,Volvo A/C Semi Sleeper (2+2),2024-08-19 21:30:00,06h 00m,2024-08-20 03:30:00,3.4,990.0,35
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Golden Temple Volvo Bus Service,Bharat Benz A/C Semi Sleeper (2+2),2024-08-19 20:05:00,07h 15m,2024-08-20 03:20:00,3.0,1286.0,35
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,PAL Travel Lines,Volvo A/C Semi Sleeper (2+2),2024-08-19 21:15:00,08h 00m,2024-08-20 05:15:00,2.9,1799.0,33
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,JN HOLIDAYS,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),2024-08-19 19:00:00,06h 30m,2024-08-20 01:30:00,2.9,899.0,43
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,PAL Travel Lines,Volvo A/C Semi Sleeper (2+2),2024-08-19 17:30:00,07h 45m,2024-08-20 01:15:00,2.9,1079.0,30
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,PAL Travel Lines,Volvo A/C Semi Sleeper (2+2),2024-08-19 18:25:00,06h 05m,2024-08-20 00:30:00,2.9,809.0,29
Manali to Chandigarh,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Cab India Travels,Volvo A/C Semi Sleeper (2+2),2024-08-19 17:00:00,10h 00m,2024-08-20 03:00:00,2.8,899.0,40
