route_name,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seats_available
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 41310,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-08-19 20:30:00,06h 00m,2024-08-20 02:30:00,4.7,396.0,5
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1450,RAJADHANI AC (CONVERTED METRO LUXURY),2024-08-19 20:40:00,05h 35m,2024-08-20 02:15:00,2.6,480.0,7
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 7770,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-08-19 20:45:00,05h 30m,2024-08-20 02:15:00,3.4,500.0,3
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 13762,eGARUDA,2024-08-19 21:00:00,06h 10m,2024-08-20 03:10:00,4.4,533.0,4
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 41531,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-08-19 21:10:00,04h 35m,2024-08-20 01:45:00,3.5,396.0,3
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 7742,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-08-19 21:45:00,06h 00m,2024-08-20 03:45:00,4.4,396.0,7
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 8003,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-08-19 22:30:00,06h 30m,2024-08-20 05:00:00,2.4,750.0,5
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1824,RAJDHANI (A.C. Semi Sleeper),2024-08-19 23:00:00,04h 35m,2024-08-20 03:35:00,3.5,480.0,5
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1594,RAJDHANI (A.C. Semi Sleeper),2024-08-19 23:10:00,04h 35m,2024-08-20 03:45:00,3.5,533.0,3
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1616,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-08-19 23:25:00,05h 00m,2024-08-20 04:25:00,4.0,396.0,1
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 41731,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-08-19 23:30:00,04h 50m,2024-08-20 04:20:00,3.8,440.0,10
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 1586,RAJDHANI (A.C. Semi Sleeper),2024-08-19 23:40:00,04h 35m,2024-08-20 04:15:00,3.0,480.0,3
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,TSRTC - 7762,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-08-19 23:55:00,04h 55m,2024-08-20 04:50:00,3.5,396.0,6
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,IntrCity SmartBus,A/C Seater / Sleeper (2+1),2024-08-19 23:45:00,06h 00m,2024-08-20 05:45:00,4.7,1155.0,29
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,IntrCity SmartBus,A/C Seater / Sleeper (2+1),2024-08-19 23:25:00,06h 50m,2024-08-20 06:15:00,4.7,1394.0,25
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),2024-08-19 16:20:00,06h 55m,2024-08-19 23:15:00,4.7,1519.0,29
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,AdShyamoli Paribahan Pvt Ltd,Scania Multi-Axle AC Semi Sleeper (2+2),2024-08-19 23:40:00,06h 25m,2024-08-20 06:05:00,4.7,1155.0,20
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),2024-08-19 22:30:00,06h 50m,2024-08-20 05:20:00,4.6,1709.0,16
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),2024-08-19 21:30:00,06h 35m,2024-08-20 04:05:00,4.6,1519.0,20
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,GMRK Tours and Travels,Volvo A/C Semi Sleeper (2+2),2024-08-19 23:45:00,06h 10m,2024-08-20 05:55:00,4.7,1099.0,16
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,AdSri Sanvi Tours and Travels,A/C Sleeper (2+1),2024-08-19 23:25:00,05h 52m,2024-08-20 05:17:00,4.7,1529.0,14
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),2024-08-19 17:30:00,06h 35m,2024-08-20 00:05:00,4.6,1282.0,38
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,IntrCity SmartBus,A/C Seater / Sleeper (2+1),2024-08-19 23:50:00,06h 20m,2024-08-20 06:10:00,4.6,1072.0,21
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),2024-08-19 11:00:00,07h 10m,2024-08-19 18:10:00,4.6,750.0,11
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),2024-08-19 10:00:00,07h 00m,2024-08-19 17:00:00,4.6,630.0,5
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Zingbus Plus,A/C Seater / Sleeper (2+1),2024-08-19 22:50:00,06h 50m,2024-08-20 05:40:00,4.6,1170.0,26
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,IntrCity SmartBus,A/C Seater / Sleeper (2+1),2024-08-19 23:00:00,06h 45m,2024-08-20 05:45:00,4.5,1120.0,33
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),2024-08-19 12:30:00,05h 10m,2024-08-19 17:40:00,4.5,998.0,10
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),2024-08-19 21:50:00,06h 15m,2024-08-20 04:05:00,4.4,949.0,21
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),2024-08-19 09:35:00,07h 25m,2024-08-19 17:00:00,4.4,664.0,8
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,IntrCity SmartBus,AC Sleeper (2+1),2024-08-19 23:40:00,06h 50m,2024-08-20 06:30:00,4.4,1643.0,18
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Svkdt travels,A/C Sleeper (2+1),2024-08-19 23:20:00,06h 54m,2024-08-20 06:14:00,4.4,1390.0,3
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),2024-08-19 23:25:00,06h 30m,2024-08-20 05:55:00,4.5,1519.0,25
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),2024-08-19 11:40:00,07h 30m,2024-08-19 19:10:00,4.6,550.0,8
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),2024-08-19 23:45:00,06h 30m,2024-08-20 06:15:00,4.3,1282.0,20
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),2024-08-19 22:30:00,07h 30m,2024-08-20 06:00:00,4.2,949.0,21
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),2024-08-19 22:35:00,06h 35m,2024-08-20 05:10:00,4.3,990.0,11
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater/Sleeper (2+1),2024-08-19 23:00:00,07h 30m,2024-08-20 06:30:00,4.2,1036.0,12
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,IntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),2024-08-19 23:20:00,06h 35m,2024-08-20 05:55:00,4.3,1524.0,24
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),2024-08-19 13:00:00,06h 42m,2024-08-19 19:42:00,4.3,569.0,5
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sri KVR Travels,A/C Sleeper (2+1),2024-08-19 23:45:00,05h 50m,2024-08-20 05:35:00,4.3,1490.0,14
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Yolo Bus,A/C Seater / Sleeper (2+1),2024-08-19 23:24:00,06h 19m,2024-08-20 05:43:00,4.2,1060.0,26
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sri Sai Srinivasa Travels,Non A/C Seater / Sleeper (2+1),2024-08-19 22:00:00,06h 57m,2024-08-20 04:57:00,4.5,980.0,2
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),2024-08-19 23:25:00,07h 30m,2024-08-20 06:55:00,4.1,869.0,23
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater/Sleeper (2+1),2024-08-19 21:30:00,07h 50m,2024-08-20 05:20:00,4.2,1036.0,9
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,BSR Tours And Travels,VE A/C Sleeper (2+1),2024-08-19 23:50:00,06h 25m,2024-08-20 06:15:00,4.6,2080.0,13
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),2024-08-19 10:35:00,07h 25m,2024-08-19 18:00:00,4.1,664.0,15
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Svkdt travels,A/C Sleeper (2+1),2024-08-19 23:00:00,06h 50m,2024-08-20 05:50:00,4.1,1450.0,7
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),2024-08-19 14:35:00,07h 25m,2024-08-19 22:00:00,4.0,759.0,10
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),2024-08-19 23:25:00,06h 15m,2024-08-20 05:40:00,4.5,1368.0,22
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),2024-08-19 11:35:00,07h 25m,2024-08-19 19:00:00,4.0,664.0,14
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),2024-08-19 23:30:00,06h 15m,2024-08-20 05:45:00,4.2,999.0,3
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,IntrCity SmartBus,AC Sleeper (2+1),2024-08-19 23:45:00,06h 15m,2024-08-20 06:00:00,4.3,1774.0,17
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater/Sleeper (2+1),2024-08-19 10:05:00,07h 45m,2024-08-19 17:50:00,4.2,664.0,5
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Tirumala Xpress,A/C Sleeper (2+1),2024-08-19 23:20:00,06h 50m,2024-08-20 06:10:00,4.0,1299.0,12
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),2024-08-19 22:45:00,07h 12m,2024-08-20 05:57:00,4.1,949.0,11
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,V Kaveri Travels,A/C Seater / Sleeper (2+1),2024-08-19 23:05:00,06h 45m,2024-08-20 05:50:00,4.0,1290.0,14
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sri KVR Travels,NON A/C Sleeper (2+1),2024-08-19 23:20:00,06h 05m,2024-08-20 05:25:00,3.9,1111.0,16
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),2024-08-19 16:00:00,06h 42m,2024-08-19 22:42:00,4.2,869.0,8
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Svkdt travels,A/C Seater / Sleeper (2+1),2024-08-19 22:45:00,06h 55m,2024-08-20 05:40:00,3.9,1490.0,1
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Anjani Bus,A/C Seater / Sleeper (2+1),2024-08-19 23:15:00,06h 30m,2024-08-20 05:45:00,3.8,949.0,1
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Royal Varma Travels,A/C Sleeper (2+1),2024-08-19 22:28:00,06h 49m,2024-08-20 05:17:00,4.5,2000.0,3
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),2024-08-19 23:59:00,07h 13m,2024-08-20 07:12:00,3.8,949.0,17
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,VR Travels,Non A/C Seater / Sleeper (2+1),2024-08-19 23:59:00,06h 11m,2024-08-20 06:10:00,0.0,4000.0,40
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sai RK Travels,Non A/C Seater / Sleeper (2+1),2024-08-19 22:10:00,07h 20m,2024-08-20 05:30:00,3.8,1110.0,7
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Orange Tours And Travels,NON A/C Sleeper (2+1),2024-08-19 23:10:00,06h 52m,2024-08-20 06:02:00,3.8,1500.0,11
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Morning Star Travels,A/C Sleeper (2+1),2024-08-19 22:40:00,07h 10m,2024-08-20 05:50:00,3.8,1290.0,6
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Pavan Tours and Travels,A/C Sleeper (2+1),2024-08-19 23:10:00,06h 05m,2024-08-20 05:15:00,4.6,1367.0,4
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,LVP Travels,A/C Seater / Sleeper (2+1),2024-08-19 22:57:00,06h 33m,2024-08-20 05:30:00,4.2,1299.0,13
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),2024-08-19 23:50:00,07h 22m,2024-08-20 07:12:00,3.9,1234.0,8
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sri Atluri Travels,A/C Seater / Sleeper (2+1),2024-08-19 23:00:00,05h 45m,2024-08-20 04:45:00,4.2,1222.0,4
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Orange Tours And Travels,Bharat Benz A/C Seater /Sleeper (2+1),2024-08-19 23:15:00,07h 30m,2024-08-20 06:45:00,3.4,1300.0,17
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),2024-08-19 23:45:00,06h 30m,2024-08-20 06:15:00,3.4,1800.0,18
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sudha Sri Tours and Travels,A/C Sleeper (2+1),2024-08-19 23:10:00,06h 37m,2024-08-20 05:47:00,4.3,1390.0,9
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sri Venkata Padmavathi Travels,Non A/C Seater / Sleeper (2+1),2024-08-19 22:20:00,07h 40m,2024-08-20 06:00:00,3.9,1091.0,13
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),2024-08-19 23:35:00,06h 52m,2024-08-20 06:27:00,4.0,1558.0,5
Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),2024-08-19 23:55:00,05h 50m,2024-08-20 05:45:00,3.4,1600.0,11
